tag	consumer_complaint_narrative
request	Where's sms?
comment	It's not a high end hotel rather just a nice middle of the road hotel.
complaint	Not as customizable as Firefox
comment	We planned for a tour of Prague, while we were recommended a tour, we were told that the tour included entry tickets to the sights like the palace or the Jewish quarter, it wasn't so.
complaint	We planned for a tour of Prague, while we were recommended a tour, we were told that the tour included entry tickets to the sights like the palace or the Jewish quarter, it wasn't so.
meaningless	I wanted to test if this is true by writing quite a long review with more words than I ever would have thought of writing.
comment	We were pleased to stay at this hotel which is just yards from Cork airport's terminal.
complaint	Only negative: our room had a mouldy smell.
complaint	The absolute worst media player you will ever find, on any platform.
comment	The staff and management : excellent
comment	it should have drag & drop feature
comment	But I had used it before I reinstall my windows vista system.
comment	Nice and quiet.
comment	Loved my stay!!!
comment	You have to disconnect your business account and go personal, then delete the Facebook share settings then log back into Facebook through Instagram, then once again configure the share page you want your photo shared too, then convert back to a business account!!!
meaningless	Over the Horizon because my phone is new.
complaint	I had spiders and cobwebs in the toilet, shower drain had mould, the room had an ant infestation and under the bed there were pistachio shells.
request	i hope there is more encyclopedies.
comment	I liked it.
comment	This is best one, I have ever found.
comment	Not very good prosecco/warm, my Michael Collins tasted like pure lemon but the waitress kindly replaced mine and I was not charged for it so it was handled very well.
complaint	Not very good prosecco/warm, my Michael Collins tasted like pure lemon but the waitress kindly replaced mine and I was not charged for it so it was handled very well.
comment	It was not listed as a hostel when we booked, but it definitely is.
comment	This so is amazing, and keeps getting better!
complaint	Shocking add would give -5 if i could disgraceful nothing done to fix this...
comment	Only used to see flight so not sure if everything works.
comment	It is easy to get around + ITS FREE!
complaint	Lack of order when going for breakfest just poorly managed
complaint	Nobody download it.
comment	Beautiful default interface
bug	Got several confirmation emails.
comment	I just love playing this game.
request	My suggestion change better pictures.
comment	Location is perfect.
complaint	What a load of crap, have to watch an ad each time it crashes.
bug	What a load of crap, have to watch an ad each time it crashes.
complaint	Plz fix this
comment	Very clean.
comment	i like this
complaint	earlier i use to play video on KMPlayer, but from last 1 year it become outdated with lots of lags.
comment	The hotel and rooms are elegantly appointed and designed, modern styles and bathrooms.
comment	Rooms were nice, modern, with contemporary design cues.
complaint	Disgusting new layout!
complaint	It's a shame the transfers aren't complimetary considering how much you spend on accommodation here.
comment	The service was very good friendly and patient.
comment	The hotel is excellent if you like small boutique style.
comment	Wonderful AC cooling during the day, and the heat was great for the evening.
request	Sugguest for the owner to install more fans.
comment	The hotel appears to have been discovered by tour operators.
complaint	Extraordinarily disappointed.
comment	A clean, comfortable room in a decent neighborhood at a reasonable price is what I hope for when I travel.
complaint	The holder for the shower nozzle was low, so to wash your hair you either had to bend low or use only one hand to rinse while holding the nozzle with the other hand.
bug	Just downloaded it and it crashed 4 times on me in less than 3 minutes...
complaint	Breakfast pictures looked much better than in reality.
complaint	THE LIGHTS IN THE ROOM DIDN'T WORK.
comment	Short walk to the Barcelona cathedral, as well as old town and other classic Barcelona neighborhoods.
bug	But the problem is, after a few weeks of having it installed on my tablet, the app started to close on itself a few seconds after I opened it.
complaint	I understand it may be ur policy for safety reasons to have locked windows in rooms on higher floor but it's a pity I cannot open the window to a small degree to access fresh air especially during the night.
comment	I received an email saying that my booking was incomplete.
bug	I received an email saying that my booking was incomplete.
comment	The rooms are all unique, and well laid out - although the switches are a bit complicated with no hotel directory to explain things.
complaint	The rooms are all unique, and well laid out - although the switches are a bit complicated with no hotel directory to explain things.
comment	Breakfast was a very good value.
complaint	The rooms seemed unfinished, walls were artless and plain..
comment	The staff were great...
comment	Fabulous location.
complaint	I had to uninstall the app on my phone and reinstall it because of storage and space issues.
comment	Good and easy for use freeware program.
complaint	The rooms are poorly sized and apportioned, lacking sufficient towels and no complimentary water.
comment	it is great and I want Conflict Global IIII.
complaint	I was pretty unfortunate and was there with milions of elderly tourists, who were queueing up for coffee etc.
complaint	download takes forever:
comment	To begin with the location is great as the hotel is situated between the Eiffel Tower and the Arc de Triomphe --- you are able to walk to both easily.
request	Wish there could be a saving point like every five battles.
comment	Just great all around!
complaint	i cannot open this game.
comment	Amaaaazingly great shower pressure, overall spaciousness with lovely views of the neighbourhood street below.
complaint	Staff at reception were not much help, we were not even asked how our stay was at check out
complaint	This is THE most problematic program on my PC and it's developed by Microsoft themselves!
complaint	-There was a bad smell in the toilet.
complaint	Attention to detail was lacking all round.
comment	Nothing
meaningless	the location ..
comment	I am hoping that it will be really useful on my trip to Vietnam, Cambodia (not supported yet), and Thailand this summer.
meaningless	Partial list of important new features:
comment	A good stand in for Corel 8 and Photo Paint 8 not being able to use in the new vista which stinks.
complaint	A good stand in for Corel 8 and Photo Paint 8 not being able to use in the new vista which stinks.
comment	The Hotel was beautiful!
comment	The best of all pdf viewers there is.
comment	excellent
comment	This is the second H10 hotel I have statyed in and it never let me down.
complaint	Few years ago I've got excited about the updates, they did a great job, but now they making big mistakes.
comment	Desktop calendar is quick to install, easy to use.
comment	All good.
complaint	Also it keeps making itself default browser.
complaint	The landscape near pool in front of room not well maintained.
complaint	Fix it and I'll review it.
comment	The garden area was likewise very pleasant and overall the lobby, dining and lounge areas were very cozy.
comment	this hotel has a perfect location.
complaint	This is awful...
comment	A little bit hot if you stay in the back side and the sun shines almost all time.
request	I'd love to see more patterns and random events in future updates, and potentially more things to spend coins on as well.
comment	Its the best dbz mugen game i'hv ever played
comment	The hotel was so big that it was so hard to find our room, we got lost quite a few times lol.
complaint	The hotel was so big that it was so hard to find our room, we got lost quite a few times lol.
complaint	Been a month now and still no package.
complaint	Overall the service is not good at all.
complaint	The restaurant looks like a school canteen, the food - likewise.
complaint	The facility is not so kids friendly no free water or some sort for the kids like in westin which is just next door.
comment	Just because it is "FREE" I give this 9/10* (worth the download)
meaningless	After another 20 minutes I went down and almost forced receptionist to "organise" this order.
comment	Nothing bad to report- everything was great!!!
comment	awesome
meaningless	www.moovida.com
comment	very very fantastic software in our industry level.
comment	Skype is just for calling, you have a billion people who use Skype.
comment	50 metres from MACBA and the Rambla.
comment	sims 2 is a very good game.
complaint	Itools did not detect my IPhone SE, , tried 3 USB connections, inluding back.
meaningless	I don't care.
complaint	The superior room was horrid, chips on the floor from previous guests and noodles in the bathroom.
comment	Slow service; staff were eager to offer help, but it was slow in coming.
complaint	Slow service; staff were eager to offer help, but it was slow in coming.
comment	OMG!
complaint	every time i had a shower i would gag as the smell from the sowers would come up and i just hated getting in there a shower wasn't a nice experience at all i used to dread having a shower my husband felt the same as me.
comment	I'm back to normal.
comment	I like the program idea but i searching a program for CREATE a windows 7 theme to patch and no a patcher
complaint	I like the program idea but i searching a program for CREATE a windows 7 theme to patch and no a patcher
comment	My girlfriend and I stayed 3 nights and loved it.
comment	Le Bristol is a long established and much celebrated palace hotel for good reason: absolutely top drawer stately accommodations that are immaculately kept, superbly run, unmatched cuisine and a noble setting.
comment	This modern hotel in a good location close to Rambla de Catalunya is managed extremely well.
comment	Jing is fast and adequate screen capturing soft.
comment	The hotel is within walking distance of Las Ramblas, the Picasso museum and the the marina area.
complaint	The movements of the fidget don't work like a real fidget
complaint	not scanning into PDF but only image formats.
complaint	Expensive for the quality of hotel.
comment	There is no winning, losing, or ending to it.
comment	The breakfast buffet was amazing with a great variety.
comment	Brilliant as always, a fantastic app, making electronic life so much easier, well done!!!
meaningless	Or I guess we'll just all have to move to Discord.
comment	it is brain teasing game
comment	the omly best thing that still stands out is fifa soccer world cup
complaint	I'm getting notifications of messages but they aren't showing up in the message thread until hours later so I've uninstalled and reinstalled the app only to now be unable to link Twitter or my Facebook business page.
bug	I'm getting notifications of messages but they aren't showing up in the message thread until hours later so I've uninstalled and reinstalled the app only to now be unable to link Twitter or my Facebook business page.
bug	Used to be great - now it gives a US IP address.
comment	I love this game.
comment	The game moves along smoothly.
comment	They are amazing to work with and such impeccable customer service is one of the reasons I continue to order.
comment	The bed was extremely comfortable but as we were in the older part of the hotel the floor was very off level which made us feel we were staying in a room in a crooked house...
complaint	The bed was extremely comfortable but as we were in the older part of the hotel the floor was very off level which made us feel we were staying in a room in a crooked house...
undetermined	Deleting and printing boarding passes
comment	On a positive note we were very thankful to have extended use of the pool bar area that night.
comment	AIB app also doesn't look like it was developed for Android 2.1
comment	It is always at the top 3 , so I would like to give a try.
meaningless	Best tip I ever got from a stranger.
comment	The building itself is historic and the roof top deck and pool are to die for.
bug	waste software, not working properly.
comment	Prague is a quite lively city and some muffled noice carry to the first floor quite late into the night
comment	Hotel le Six is a very well run hotel that is perfect for a short stay.
meaningless	I don't know what this is....
comment	The Hotel Do is an oasis in a beautiful but busy city.
comment	Room superb.
complaint	I would prefer thicker and firmer pillows instead of flat pillows.
complaint	Even the security officers were not able to stop the noisy adults from partying every night in their rooms with loud music.
complaint	We arrived hotel at 9:00PM, paying the same price for buffet dinner, but, many dishes were empty and staff serving at cooking station was not there.....
complaint	there was no shower curtain up on arrival to the room .
complaint	second time booked a classic room first time not a good experience either air conditioning plant outside window
complaint	The bathroom was really old and unfresh.
comment	The staff were the consummate professionals, friendly and were at pains to make sure that all our needs were met.
complaint	The shower in our room didn't work and the rooms where to hot and we could not alter the temperature as it was centrally controlled.
complaint	However it does require upgradation.
comment	one of the best war games :)
comment	Good large bed and cousy studio office.
comment	Our room looked onto a picturesque square and the bed was comfortable.
meaningless	The ventilation in the living room.
comment	Where to start with our fantastic stay.
comment	Not for instant gratification.
comment	The location is perfect.
complaint	The hotel needs a serious renovation.
comment	Thank you.
comment	I always use it, I mean I use it everyday ,cause
comment	Can't recommend highly enough
comment	Not executed to its full potential but for what it's worth you've made a game out of a useless pokemon.
complaint	Not executed to its full potential but for what it's worth you've made a game out of a useless pokemon.
complaint	We didn't really like blonde lady at reception..
comment	When the orders finally arrive it's a nice surprise because took so long!
meaningless	We stayed here for 2 nights on our way to Nice for a wedding.
comment	First impression of the hotel was very good.
comment	Euro 30 from airport by taxi.
meaningless	I was taking some cheese with me when I flew the next morning and ended up leaving it overnight on the window sill by the open window to keep it cool!
comment	They accommodated us early which i really appreciated as we came in on a red eye from Atlanta.
request	I want to down-lode torrent file from flash get.
comment	I didnt like to go back home as it was so good.
complaint	The power points were in odd locations, especially when trying to use the vintage jug supplied.
comment	The staff was just delightful with a smile on their face all the time.
bug	Agree with [name]: this +170MB 10.1.3 version, after my recent (June 2012) update programme does not display properly on my XP based PC, showing parts of my desktop screen.
comment	Staff at at the check in was good and happy to assist and accommodate where possible.
complaint	Extremely frustrating process to download, eventually the download took 3 days!!
comment	We stayed in The Brummell in May 2017, we had two different room during our stay, the Brummell Classic and the Penthouse.
comment	Preferring a more boutique hotel experience for part of our stay in Paris, I came across Maison Souquet.
comment	Excellent location to explore La Ramblas and the gothic quarter.
comment	so good.
complaint	I've tried everything the forums have suggested as well as reporting it, but no response from IG Totally ruins IG for me.
comment	What a gem.
meaningless	don't listen to them they are Lieing.
comment	wow what amasing i download manager, very fastastic i like it
comment	Fast access to be able to buy all extras.
complaint	They should leave the designing of apps to Android designers.
complaint	The new update butchers and removes so many features.
complaint	Sad as I used to love this site.
comment	I've got friends asking me why I was last seen online on Viber at like 4 a.m.
comment	when it failed on 64 bit to bring up the Apache admin, I installed it on a small 32 bit laptop, which worked fine.
complaint	when it failed on 64 bit to bring up the Apache admin, I installed it on a small 32 bit laptop, which worked fine.
complaint	This was very disappointing compared to other radisson blu fitness facilities I have stayed in.
complaint	* Required so much user interface.
complaint	Now it's full of scrap, and I am really upset that I just have to use it further.
comment	- Separate Color for Each control/switch/func. etc
meaningless	We are not stupid people so you can draw your own conclusions of what she was up to.
meaningless	Also....
comment	I didn't notice further hangups like IE 8. frequently does.
comment	Location is superb and easy access to parking underground is a major advantage
comment	I absolutely loved it!!
comment	The staff was friendly and most helpful.
comment	Im constantly oooing & aaahhhing & getting my family to look at this & that until they started to make their long list requests.
comment	We were looking for something cheap, and found this place.
comment	I wasted time trying out other software.
undetermined	When we tried to check in, the only room available had one queen size bed and a recliner.
complaint	And no more split screen functionality?
complaint	No minibar and bathroom was tiny.
comment	And if it comes later you get to keep it as an apology.
comment	The reputation of this hotel creates the highest expectation from its customers and does not disappoint.
comment	We were put in the old wing of the hotel.
complaint	Installed and doe NOT open.
comment	excellent
comment	The staff is very helpful, the roof top bar and pool are amazing, and the rooms are nice but a bit small.
complaint	Even worse than the tiny room was the mound refrigeration unit outside my windows which meant I could not even open a window.
comment	for few more bucks you can get a better hotel, this one is very small cosy and comfort
complaint	mini frig was a little noisy.
comment	I came here for a 2night stay and perfection does not even begin to describe it.
complaint	This program has not saved anything ever.
complaint	TOO MANY ADS, makes the game boring and frustrating.
comment	Awesome app and fun!
complaint	It is not up to the hotel standard and we were disappointed with the old school style and problems.
comment	This is a courtyard style hotel laid out in a large triangle, and you can enjoy a little bit of nature in the courtyard.
complaint	It is noisy and a bit dusty at breakfast
meaningless	They only had two.
complaint	Very very frustrating.
request	Water pressure in the shower and full control of the AC would be nice.
complaint	Borders should have a distinct colour, like magenta or something so they are readily discernible.
comment	Cool game!
comment	PS: The housekeeping team will help to put the mosquito coils around the living and dining room every evening which is wonderful service on top of the turn down of beds and mosquito netting for the beds.
complaint	Half of the functionality is gone, it's ugly and hard to use.
comment	However they are very friendly.
complaint	When i try to transfer Wi-Fi passwords or something else in basic info it says no storage avaliable please deselect some basic items and it is kinda annoying please fix that and i will give 5 star
bug	When i try to transfer Wi-Fi passwords or something else in basic info it says no storage avaliable please deselect some basic items and it is kinda annoying please fix that and i will give 5 star
comment	It's a decent program, although it's compatibility makes it so that friends with newer Windows OS systems cannot use this program.
complaint	It's a decent program, although it's compatibility makes it so that friends with newer Windows OS systems cannot use this program.
comment	This is one of our favourite places in the world and whilst now living in New Zealand when deciding on a place to celebrate my 60th birthday there was no where else I wanted to go.
comment	rhats super softwear in the internet
comment	The game has been around for now.
comment	Location is very central--- right in front of Corte Ingles and walking distance to La Rambla and Passeig de Gracia.
meaningless	Well...
comment	Couldn't do enough for us to make our stay as comfortable and as lovely as possible.
meaningless	If you are visiting Paris, you likely will search hotel reviews like I did to make a decision.
meaningless	mudasarahmad28
comment	Everything about our stay was perfect.
comment	Loved our stay at Grand Hotel Central.
complaint	The lack of balcony in upper rooms deflates the overall comfort, as well as some empty rooms and halls downstairs.
comment	Nice room.
comment	other than that it was very good.
comment	It is very helpful to me because it's contained all the files that were missing
complaint	There was no whirlpool, and talking to a few guest it seemed that they got there room for a fraction of the price
comment	The location is perfect, i really liked the terrace such a beautiful view from the top!
comment	The room was extra comfortable.
complaint	They was not even a Gin & Tonic possible.
comment	Its very addictive and you never ever get bored of it, honestly.
comment	Staff were always very helpful and would go above and beyond.
comment	This is a chic, sleek, classy boutique hotel in a beautiful area of town.
complaint	Drinks in room fridge weren't cold.
meaningless	However, that is part of its charm.
meaningless	[name] made the recommendation.
complaint	Lots of noise like loud music, being woken up by noisy guests etc disturbed our relaxation a bit....
bug	I downloaded it, played a browser game for 5 minutes/CRASH!
comment	fastest ever
comment	Best video editing software for free!
comment	I have it set to go get mail from all kinds of sites and RSS feeds.
comment	It is free.
comment	Great location.
complaint	It's sad to say we left this property feeling very disappointed.
comment	It an good tool to sync music,video,playlists, etc.
complaint	All I've ever seen on this is adverts.
comment	It was a large property which meant that things were hard to find and easy to get lost.
complaint	It was a large property which meant that things were hard to find and easy to get lost.
meaningless	And that the sun is the cogwheel for the settings!
comment	I enjoy using this on Messenger and Facebook, makes my comments and messages more lively.
request	Bring the old version back!
complaint	Bring the old version back!
complaint	a bit far from city center, need to take public transport if you don't travel with a car.
complaint	Waste of time.
comment	We realise these things need to be done though, so no problems really.
comment	This hotel met every expectation, small, elegant, cozy, Chic and great customer service.
comment	Counter-Strike: Condition Zero is cs:1.6:D
complaint	Deleting the app.
meaningless	hi
comment	This hotel is fantastic standard and can't do enough for you, the standard is very high.
comment	Haihaisoft Universal Player is a nice free alternative to Windows Media Player adding extra codecs for added features, with a nice clean interface that resembles Windows Media Player.
complaint	That breakfast wasn't included in the price quoted.
comment	does this cause a virus on a laptop
comment	1. It does NOT install ANYTHING but it self!
comment	Simple but Clean and confortable room.
comment	Situated in a quite and nice street, the Hotel is just a short walking distance from the main museums and parks.
meaningless	Please take this advice from a user and put it to good use.
comment	The best OS so far.
comment	Good view from terrace restaurant.
meaningless	except to rate it...
complaint	I am not satisfied, because you have not any info about the system requirements.
comment	Amazing !
bug	Device overheats when using.
complaint	Device overheats when using.
comment	But overall really good game, even though the concept is super stupid, it is super fun.
comment	We were only in Paris for one night and stayed at La Chambre du Marais.
complaint	It look worst.
complaint	Road to seminyak main street is too dark.
comment	Believe me, that game is magnificent.
comment	Resorce hacker is cool and it helped me with managing Explorer.exe (changing text).
comment	We were there for our wedding week- we got married in nearby Taman Bhagawan.
comment	Looking forward to some great deals going forward.
comment	Overall this hotel was nice.
bug	This game starts up properly, but after only a few seconds it crashed.
complaint	Finally, on checkout, they could not produce an invoice and promised me that I would receive one by email but I had to call and email to see if I can receive a copy of my invoice.
comment	love it
meaningless	TERRIBLE all of theses comments are TRUE
complaint	The restaurant didn't open until 10:00am for breakfast.
complaint	A very small niggle was having to get our room keys reprogrammed a few times to get access to our room.
comment	Offered a glass of fizz each while we checked in.
complaint	Somehow manages to annoy me every site I go to.
comment	gooood
comment	Love everything I've received so far.
request	Your review's pretty short - tell us more about this program.
comment	Works totally independent to you fb on your pc, delete or hide post on here and then see them on your web based version.......
comment	Best Game in many years: and here is why:
comment	The software allows me to simply extract good email leads from different websites and also with help of keywords.
meaningless	Before Barcelona I stayed Madrid and I lost my jackets , my wife as well.
comment	We kicked off our European honeymoon with a three-night stay at Hotel 1898 in late May 2017. Overall, the property is fantastic.
comment	Good price.
complaint	Facilities were old.
comment	I was celebrating my birthday and the team had put a cake a card in my room which was such a lovely thing to do.
comment	The staff was wonderful and the hot breakfast was good and different on the two days be stayed.
complaint	The room was badly designed; from lighting, to positioning of switches to the finishings, it's not well laid out and thought through.
comment	Arrived to H10 metropolitan and were instantly happy with the choice we made.
comment	bar area ok
comment	Everything I read in the reviews was accurate.
complaint	someone should have replied to our request.
comment	The stone floor of the entire hotel and rooms painted in glossy black paint!
meaningless	being a realist we know many posts are less than truthful.
meaningless	Im aware how long hong Kong shippints takes and order parts from there regularly.
complaint	No kettle in the room.
comment	you can also track each item from the app..
comment	Haha!
comment	I sync my htc contacts with outlook ones.
comment	Can be a little challenging on some levels while others aren't so challenging....
meaningless	Guess this may be goodbye applike People wanting a replacement applike add Dre Zengarta on facebook and ill give you a invite code to gift panda, payout is great guys and unlike app like you get Paid on friends friend, 10percent on direct, friend 5 percent on friend, friends.
meaningless	unfortunately without ironing board.
comment	This best media player night vision only.
comment	Look at the fitness centre, its equipment dates back to the 20th century!
comment	This is a small luxury hotel overlooking Las Ramblas in the heart of Barcelona.
complaint	-When you play this game, you know immediately, its a free game.
comment	It is super fun and addictive.
meaningless	But you should have it handy or at least know about it!
meaningless	How about elder people like my 86 old mom, for example?!
complaint	Lots of mosquitos when sitting outside by room and pool.
complaint	I've stayed at other Sofitel resorts around the world, this property damages the brand.
comment	Program does a reasonable job - easy to use
comment	Exceptionally clean.
comment	The beds and pillows are extremely comfortable.
meaningless	man photos heir style makings as your wish
comment	Great App!!
meaningless	This was the only negative, which to be honest, was not much of a negative.
complaint	i left my shoes at the hotel, when i went back to get them, they told me they could not find them.
bug	I have 32GB left yet it says not enough storage.
comment	Enjoy the game.
request	Od you're gonna try and reinvent skype at least let the people who loved the old version go back to it!
complaint	Od you're gonna try and reinvent skype at least let the people who loved the old version go back to it!
comment	Not a bad stay for $60 but doubt we will be back.
complaint	If these kinda updates continue then doom's day is not far away skype.
comment	Aside from watching at my convenience I like that the have such new and interesting content and not regurgitated cop shows and reality tv.
request	Needs more control s and tricks..
meaningless	5 night stay in Barcelona for the first time.
comment	Couldn't be happier with our stay.
complaint	I used to get the occasional ad (once a month maybe) and didn't mind it much, I would either hide it or block it, however since the recent update I'm bombarded by them.
complaint	expensive food and drink and the basic standard rooms are poor, would need to upgrade
meaningless	Our family of five (two parents and three kids in their early twenties) stayed in two rooms for four nights in late May.
comment	So quiet.
comment	The Front desk was very friendly.
bug	It won't even come up when I tap it.
complaint	One elevator of the two never worked and never appeared to be under immediate repair.
comment	Very nice and helpfuff staff.
comment	Its alright when you're connected to WiFi or mobile data, but, if you can't connect the you can't listen to songs unless they were already playing, because its connected to SoundCloud, which obviously needs a connection to work
meaningless	We friend and I stayed here on a girls trip.
comment	Best game ever
comment	It Work,
complaint	Extremely weak signal for wi fi , very annoying situation.
complaint	Apparently the app isn't compatible with Android...
comment	Room was beautiful but on the small side.
complaint	Room was beautiful but on the small side.
comment	Wow, it is good, I can save many photos as I want.
comment	The staff were all very helpful and courteous.
comment	if you have patience i recommend this app
meaningless	Ok, having traveled all over the world, you get used to what I would call the normal Hotel accommodations.
comment	A great sonic fan game in development, it's pretty fun and user-friendly
comment	I've started recently downloading music from beemp3.com and sometimes the suffix is .mpga
comment	The service at La Tamise was impeccable!
comment	easy lay-out, perhaps a bit too sober and short for older people.
complaint	easy lay-out, perhaps a bit too sober and short for older people.
comment	The customer service I found amazing.
complaint	I'm glad everything worked to Sweden, but now it all failed.
complaint	This app is absolutely terrible.
comment	The best place we stayed during our month long trip to Spain.
complaint	Our room was a little generic and the desk area hung too far into the room.
comment	Love your money, try out something else!
meaningless	scroll down.
comment	when we complained the manager gave us a free meal at the beach bar but we would have rather a nice clean room.
complaint	when we complained the manager gave us a free meal at the beach bar but we would have rather a nice clean room.
comment	I live in LA, and it helps me keep in touch with my best friend in Montreal.
comment	The rooms are small but comfortable and very well appointed with the best in French technology.
comment	This is one of the longest app I used and the updates keep surprising me..
complaint	Hotel eas not so full, but they give me a very bad room it the behind of the building very bad room for this rate..
comment	Finally I could send good 100 photos by mail (in 5 minutes).
comment	unity is good for hl2 devolpers i like unity is very good and cool
complaint	I'm a dedicated Skype user, and I don't like this new addition at all, in fact, I detest it.
comment	Breakfast was ok.
complaint	It's VERY deceptive, makes you wonder what else the app is lying about
meaningless	I have a brand new lab top.
comment	Its an excellent tool for developing apps and applications
complaint	It seemed as though we had to walk a kilometer to and from our room just to get to the reception area.
bug	Runtime errors - pciture does not show.
complaint	- Bloated installers.
request	How to delete the chat history ?
comment	Works fine for managing booking and finding flights
comment	I love this game because it make u think keeps u on ur toes great game wish there were less apps though but fun
complaint	Ripped off the pool bar.
comment	Nice,Cool it`s 3D
comment	Frank Ward
comment	It picks seats randomly rather than one next to another.
complaint	I do not want this service nor do I want to be billed for this
request	Please provide indian food at least twice in a week.
complaint	And have to go to specific profiles to see if I've missed things which is unnecessary when it should just be a simple thing to see.
comment	The hotel is very centrally located, within walking distance to almost anything you want to see in Barcelona.
complaint	Food prices are ridiculously high even for Bali.
comment	It was a 100 year old building and now it has been converted to a great Boutique Hotel.
comment	Greeted by lovely woman and huge bouquet of lilies in entrance.
comment	No complaint!
complaint	And there is no stroler pathways to the beach.
comment	I was logged in this morning and able to access everything.
complaint	Room is very small, no natural light comes in from very small window that looks out onto ugly small court.
comment	The app is awesome however lately it's been making my photos cropped before I crop them shortly after I snap the pic.
complaint	The app is awesome however lately it's been making my photos cropped before I crop them shortly after I snap the pic.
comment	The Hotel is directly located in Gran Via, which means, you can reach most of the relevant hotspots by walking only a few minutes.
complaint	Why is the logout also hidden that way?
comment	Awesome, simple graphics, easy to navigate and all while pulling you in.
meaningless	Can't think of any.
comment	Easy to use.
comment	I can't really say there was anything we didn't like, I would return to Hevea in a heart beat.
comment	Fine to just stay the night...
meaningless	By the way...
comment	The location was perfect.
comment	The hotel is good for travelling with a child, because there are a lot of parcs near the hotel.
meaningless	LOL
complaint	and work on the graphics they doesn't look like real..
complaint	Pitty!
comment	Only sauna and small swimming pool would have topped it - but probably make the stay more epxensive .
meaningless	Nobody informed me that there are any problems with iron and board.
complaint	Staff weren't overly friendly except at breakfast.
complaint	Our room wasn't the cleanest especially the bathroom.
comment	There are more topics he could have discussed here.
comment	i can say with confidence that no any calculator like Age Determine .
bug	I post a picture and it starts alright but after a while it starts to lag.
comment	The rooms are immaculate & comfortable, though a bit small.
complaint	Picking "my colour" doesn't really add to much.
comment	The rooms are all unique, and well laid out - although the switches are a bit complicated with no hotel directory to explain things.
complaint	You can not edit pdf files with this program.
comment	The staff is very professionnal and attentive and the hotel architecture, design and comfort are absolutely fantastic.
comment	An exquisite place
comment	On top of that, as she noticed me with small kids, she offered free additional bed at no extra cost.
comment	This place is cozy, clean, welcoming and fun.
comment	Other than that I hardly have issues.
meaningless	All I did was look at selection of drives that were available for formatting and Wham!
comment	It says that it's sharing to my Facebook page with the page title.
comment	The hotel is very clean, looks amazing and the shower is incredible.
comment	I un downloaded, and re downloaded it to see if that would help.
complaint	My main issue was that the room we stayed in did not look as on the photos when i did the booking and it was big disepointment.
comment	I really enjoyed reading this review on Haihaisoft universal player, but i have to voice my opinion.
comment	What a wonderful hotel.
comment	It gives me great result, and most importantly, it does it in batch mode.
meaningless	I really..
comment	They were always clean.
comment	best action game ever
comment	Everyone we met at the hotel was incredibly welcoming and warm.
comment	Great print, great search, immediate editing bz many tools.
comment	it is a good software to share photos directly to any link
comment	Since you are limited to number of diamonds w/o purchasing, I have to play songs repeatedly on occasion in attempt to get enough.
comment	For the price of the room, we were very pleasantly surprised when we arrived.
comment	This is a great game!!
comment	The staff at hotel were extremely helpful and they booked our excursions.
complaint	What a heap of you know what.
comment	Breakfast was excellent, as was the coffee machine in the room.
comment	The room was just our style.
comment	Fone 100% Recovery Rate Gauranteed + 0% Phone &amp; PC connection rate + 0% Root Authorized Rate = 0% Recovery Rate
comment	The staff were friendly and helpful.
complaint	My experience was very poor.
comment	The hotel is modern and tastefully decorated.
complaint	The restaurant and breakfast - way below my expectations.
comment	It's the perfect hotel and I would highly recommend it to anyone!
comment	Staff lovely.
comment	preferred by those who foolishly believe in overclocking, rave about ZoneAlarm, or the generally ignorant
comment	Contrary to what its Terms of Service stipulates, Camfrog knowingly allows users to broadcast prerecorded videos on their webcams.
comment	The decor is beautiful with such attention to detail.....
comment	thank you softsonic
complaint	She didn't inform us about breakfast , prepayment or anything..
complaint	The hotel bar is a bit poor equipped.
meaningless	Here in India and most other countries we don't have unlimited Internet.
comment	Staff was amazing, very friendly and helpful.
comment	Great value.
complaint	Just avoid!!
meaningless	During a weekend away with 3 girlfriends for my 50th Birthday we likes the look of the Palace hotel.
comment	Nero have done it again, I didnt think it was possable to better Nero 9 but they have done it !
complaint	-The person in the reception had a limited english.
complaint	Wow this is really a waste of time.
complaint	Not a good app.
comment	I have tried this software and Hide IP Address from cfhimss.org
meaningless	I had to keep ignoring it because I didn't want to ruin my holiday.
comment	If we had known, we would have chosen the new building / room.
comment	Front Desk Staff is very nice, room very clean.
comment	Loved this hotel.
complaint	Not working,
complaint	Sometimes very chaotic service.
comment	The rooftop pool and bar with lounge couches and cabanas can't be beat.
complaint	Especially at sunset if there is more activity around the bar, it would be nice.
comment	AIB app is infinitely better, fast, stable, and with more features.
comment	There is nothing I didn't like.
complaint	Its so unnecessary and I kinda hate it but whatever.
comment	I like it very much becomes I can never remember my Spotify account or it would not let me sign in.
complaint	We have been Hilton Diamond members for close to 10 years and I can say this is one of the worst hotels we've stayed in.
request	Are we ever getting the option of zooming in on profile pictures and the blurred borders for non-square images like whatsapp for Apple?
bug	The bitmoji app didn't work for my snap chat and once I finished it, it didn't save anything for me cause I was gonna make my bitmoji my picture for my account and I have no what happened.
complaint	Rooms sound be sound proof!
comment	The wifi service was going off and on (connection ) but were working well
complaint	The wifi service was going off and on (connection ) but were working well
comment	Rooms are chic and modern but a bit tight for a suite.
comment	This message was showing in my desktop with Windows 7.
meaningless	A lady at DD's Discount store told me about this app.
comment	Very good location and reasonable priced.
