tag	consumer_complaint_narrative
complaint	Non compatible pour Windows 7 - 64 bits.
bug	La nouvelle mise à jour avec les filtres ne marche pas et les live !
comment	Bonjour, je vous présente un serveur gta san andreas en ligne.
comment	jai supprimé l'appli, retéléchargé, mise à jour..
comment	J'ai fais le test : - Firefox éteint - Skype éteint - Aucun téléchargement - J'allume Wireshark
comment	Bien mais un peu trop de beug!
complaint	Bien mais un peu trop de beug!
meaningless	parking
comment	Chambre très agréable très spacieuse
comment	Chambre propre et bien équipée.
meaningless	Peut on avec ce logiciel ?
bug	Faut revoir ce problème surtout celui de *vu a tel heure* la
complaint	Petit déjeuner cher par rapport au peu de choix.
complaint	éClairage trop puissant à l’extérieur passant par les rideaux des fenêtres.
comment	Ceci fut notre 3ème séjour en 3 ans.
comment	Situation géographique idéale pour visiter Cork
comment	Hôtel agréable pr le prix, petit déjeuné à la française, proche de la ville, personnels à l'écoute des souci qui peut être rencontre.
meaningless	Le choix au petit-déjeuner
comment	Excellent accueil
comment	J'y retournerai sans hésiter
complaint	un peu bruyant
comment	Le restaurant de l'établissement offre une cuisine de qualité.
comment	Propreté.
comment	Je dois dire que le personnel est très sympathique et pro.
comment	Le personnel est très agréable.
complaint	Nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuullllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll
complaint	Je suis ici pour voir de belles photos, pas pour me farcir des campagnes de pub...
meaningless	Sur quel autre nom est-il indiqué?
meaningless	j'espère que vous pouvez corriger celà..
comment	Un parking privé et gratuit juste derrière la hôtel.
comment	Petit déjeuner à ne pas manquer.
comment	( une bien agréable promenade )
comment	Vue sur le cimetière,
comment	Super bien comme logiciel.
complaint	Salle de bains minuscules
comment	le calme, le confort, de la chambre.
complaint	Le personnel au front desk faussement sympathique et visiblement ennuyé, le matelas, l'oreiller, tout entendre des voisins et du coup l'impression d'être entendu de tous...
comment	On peut marcher à la plage de l'hôtel environ 15-20 minutes.
comment	Extérieur de la ville
comment	Chambres propres.
complaint	Nous ne sommes pas difficiles mais nous avons très mal dormi.
complaint	Depuis la mise à jour ma qualité était devenu très nul j'ai installée ca et franchement je peux enfin refaire des musical.ly normaux après je viens dinstaler donc jsp trop
comment	Etablissement moderne, décoré avec goût mais dans des tons très sombres et une lumière tamisée.
complaint	Etablissement moderne, décoré avec goût mais dans des tons très sombres et une lumière tamisée.
meaningless	okb
comment	Reviendrons séjourner.
comment	Merci.
comment	Voiture et chambre agréable et très calme
comment	Tjs pret a nous donner des bons conseils, des explications Clair Et précis sur leurs organisations Et les chambres 😉
comment	Chambre très agreable
meaningless	Le petit déjeuner
bug	Je n'arrive pas à ouvrir l'application
comment	Hotel excellent.
complaint	Le bruit de la route
complaint	Pas à côté du centre.
comment	Menu 40€ plat + dessert ou entrée+plat
complaint	Salle de bain/toilette minuscule .
complaint	Trop trop nul
comment	Felicitations!!!
comment	J'aime
comment	application excellente rapide et utile entre les amis
meaningless	Parking sur place.
comment	Gentillesse et professionnalisme de tout le personnel, hotel très propre et avec une belle déco .
comment	Elle ne fait que regrouper les vues des autres apps dans une même fenêtre.
meaningless	L'espace des chambres
comment	Le spa est très agréable, et le fitness est moderne.
comment	Le spa est agréable, la terrasse est cosy.
meaningless	La gentillesse et la disponibilité du personnel
complaint	Arranger sa !!
complaint	Proximité de la route non précisée dans l'annonce(nuisances sonores).
comment	Merci à toute l'équipe.
comment	parking pour la.
complaint	Trop de bugs.
comment	Parfait pour graver car simple à utiliser et rapide.
meaningless	C'est la règle du premier arrivé, premier servi.
comment	La chambre sentait le propre
comment	Tous simplement fantastique, piscine, repas, chambre
complaint	je n'aime pas du tous ne la connecter pas
comment	L'hôtel El Palace situé à proximité du centre ville ( 10 minutes à pied) est un refuge après le tumulte de la ville.
complaint	De gros progrès sont attendus, de la part de cette entreprise qui devrait maitriser un peu mieux le numérique...
comment	Hotel bien placé, chambres confortables et cosy, restaurant excellent et service impeccable.
comment	C est bien mais c est dommage on peut pas faire les duos à 2 côtés sur tablette Mais sinon bien
request	C est bien mais c est dommage on peut pas faire les duos à 2 côtés sur tablette Mais sinon bien
comment	il assure la protection de ma machine
request	En français svp
comment	Extrêmement propre, le personnel est très attentionné et agréable.
meaningless	- Pour chipoter....
complaint	Le bruit d'une machinerie la nuit !
comment	Les pankakes et le pain perdu pas terribles mais gentiment faits
complaint	Les pankakes et le pain perdu pas terribles mais gentiment faits
comment	trop cool !
comment	Très bon petit déjeuner.
comment	Un réel moment de plaisir.
comment	Le petit déjeuner copieux,l'accueil sympa
meaningless	Le déjeuner
comment	Buffet à toute heure et loin d'être moyen
meaningless	Un suave et sensuel parfum envahit lentement la cage d’escalier et me chatouille les narines.
comment	Chambres très bien insonorisées, spacieuses, bâtiment historique, chambres et décors idem, mais rénové récemment, le directeur est autrichien...
comment	tres attractive
comment	tres bien situé, très propre, très bien équipé
comment	Intérieur cosy
request	Il manque option de suppression des messages même chez l'autre personne (destinataire)
comment	accessible à touts les joueurs.
comment	c"est bien pour le momont
complaint	jai recament eu un virus qui se fesait passer pour un antivirus en telechargent ce logiciel sur le site officiel en passant sur softonic.
comment	bel hôtel cosy et design, bien situé calme et classe.
comment	Luxe calme et volupté.
comment	Pouvoir essayer les nouveaux logiciels télécharger dans une zone virtuel évite bien des surprises surtout pour les chargements en peer to peer et autres torrents.
complaint	Une chambre qui a vieilli
complaint	Le petit déjeuner est moyen
meaningless	Le parking
comment	Il vous est annoncé un prix, pour une bouteille, multiplié par cinq, car il est compté cinq verres par bouteille.
request	Ma seule recommandation serait d'ajouter une date aux posts pour savoir de quand datent les posts et donc de savoir si un tumblr est toujours actif
comment	Pour l'IBIS Le personnel de l'accueil est attentif et serviable.
complaint	trop de monde, assez impersonnel
meaningless	J'utilise
comment	Pré réservation faite sur internet quelques semaines, en arrivant un accueil souriant et chaleureux dans un quartier calme à deux pas du métro.
comment	J'ai adoré cette application mais la seul chose c'est qu'on ne peut pas supprimer tous les cnvr au même temps
request	J'ai adoré cette application mais la seul chose c'est qu'on ne peut pas supprimer tous les cnvr au même temps
comment	Le personnel etait un peu deborde au petit dejeuner
comment	c'est super pour voir et consever les emissions
comment	Chambre confortable et propre.
comment	je l utilise depuis longtemps j ai pas trouvé mieux bravo
request	j'ai une question faut il un ordi puissant pour se jeux?
comment	Des prestations délicate.
request	Pourrai vous me dire la différence entre sa et musical.ly normal Merci
comment	Personnel très accueillant et professionnel.
complaint	Notre chambre était correcte mais la salle de bains minuscule (environ 3 m2 avec douche, toilettes et lavabo) bref impossible de s'y mouvoir.
bug	Excellent mais je veux upload une vidéo en MP4 mais elle ne passe pas 😢 si quelqun peut me répondre au plus vite instagram = __th3o.
request	Excellent mais je veux upload une vidéo en MP4 mais elle ne passe pas 😢 si quelqun peut me répondre au plus vite instagram = __th3o.
comment	Très beau cadre.
meaningless	TOUT
comment	Grand parking
complaint	C nul parce que je n'arrive pas à faire un compte c la 5× que j'éssaille et j'ai désinstallé et retélécharger C NULLLL
bug	C nul parce que je n'arrive pas à faire un compte c la 5× que j'éssaille et j'ai désinstallé et retélécharger C NULLLL
comment	La localisation était parfaite et le petit déjeuné très complet !
comment	Géniale je change de fond d'écran 3fois / j mtn 😂
comment	Disponibilité et amabilité du personnel
complaint	L'avant de l'immeuble donne vue sur une voie autoroutière rapide et un pont routier.
complaint	Salle de bain, installations précaires pas de lumière au dessus du lavabo, literie moyenne.
complaint	Toutes les chambres standard ont un lit de 1.37 m de large et un de 0.90m impossible d'avoir un lit plys large sauf a payer plus, déco impersonnelle, parking trop petit, personnel peu aimable
comment	Séjour trop court.
meaningless	internet security
comment	Seul bémol les portes claquent car les voisins ne font pas attention.
complaint	C'est embettant..
comment	Le Hilton Leningradskaya situé dans une des tout de Staline est un hotel tout confort avec un service impeccable pour qui fait un séjour Affaires dans ce quartier.
meaningless	rien de particulier
comment	Tout confort et bon petit déjeuner.
comment	Wifi gratuit.
comment	Je n'ai pris que le petit déjeuner mais ce fût magique, je n'ai jamais consommé un chocolat au lait aussi délicieux.
comment	c'est ma troisième visite dans cet hôtel.
comment	Accueil du personnel très bien.
comment	Le concept est bien, les contenus et l'interface aussi, mais sérieux qu'est ce que c'est lent, impossible d'apprécier une appli aussi molle
complaint	Le concept est bien, les contenus et l'interface aussi, mais sérieux qu'est ce que c'est lent, impossible d'apprécier une appli aussi molle
request	Pour quoi je peux pas faire de live avec mon tel ses un galaxy j1 repondez moi svp
comment	Nous avons trouvé l'auberge très facilement et avons été bien accueillis.
comment	hôtel trés agréable,,situé trés prés de la gare des bus,de celle des trains et du centre ville.
comment	Assez bien situé. Parking pratique.
complaint	C'est une arnaque: C'est minuscule, dégoutant et une odeur horrible!!!!
meaningless	Isolation phonique
comment	Chambres irréprochables , différents types de cuisine possible .
complaint	Bug sur bug...
comment	C'est un excellent hôtel, nous sommes ravis, merci beaucoup
comment	Je recommande vivement cet hôtel avec sa terrasse et son accès direct sur la plage.
complaint	Pas de café, trois trucs gras qui se courent après.
complaint	-Personne a l'accueil pas accueillante voir assez desobligeante (tres rare en irlande ).
comment	:-D
complaint	Mal insonorisé J'ai demandé pour changer de chambre .
comment	super endroit, super chambre, accueil au top et un excellent petit déjeuner
complaint	Je n,ai jamais réussi à downloader Flight simulator 2010, après trois reprises.
comment	accueil, emplacement, confort : tout était parfait !
bug	Le logo apparait très furtivement, disparait et plus rien.
comment	Confirmation de ma dernière étape.
complaint	Chambre petite : 1 lit double et 2 lits individuels dans une chambre pour un couple !
comment	Très bel établissement, quasi neuf et surtout très bien situé en plein centre ville!
comment	Hôtel tout simplement splendide avec un cachet extraordinaire.
complaint	Nous sommes partis à l'heure de pointe en plein dans les bouchons du matin dès la sortie de l'hôtel
meaningless	Parking pour la voiture.
comment	Vue montagne splendide.
comment	Petit bemol , il manque la bulle de notifications , comme dans messenger .
comment	Equipe sympathique et efficace.
comment	La qualité , la discrétion , la disponibilité et la gentillesse du personnel est inégalable à nos yeux .
complaint	Quartier sans charme.
meaningless	c est votre maison, .
bug	plantage + plantage
meaningless	Rien
comment	Un établissement que je recommande aux touristes
complaint	Ce logiciel est copié, Ping est une copie de Zune Social, le lecteur, il est moche, et même moi pourrai faire BEAUCOUP plus jolie.
comment	Les sites touristiques sont facilement rejoignable a pied.
complaint	Trop bruyant
complaint	Parking pentu difficile d'accès pour les bagages chambres à dimension variable pour le même prix
comment	CHAMBRE COSY ET PETIT DEJEUNER EXCELLENT
complaint	rien y fait !
complaint	Chambre exiguë (N° 14) et literie à ressorts !
request	Pour quand la version pour Mac svp
comment	Hôtel est très bien situé, à 3 minutes à pieds de la prom.
comment	Nous y reviendrons avec le plus grand plaisir
comment	A éviter.
comment	L'accueil, la propreté
undetermined	Heureusement qu'à la réception ils nous donnés une deuxième.
complaint	3- on a fait la chambre avec nos affaires dedans pendant qu'on déjeunait à l'heure prévue
complaint	quand je linstalle sa mecris: SAI can not complete setup process because current user does not have administrator right.
request	Je cherche un logiciel pour couper une video.
comment	Petit-déjeuner très complet, personnel agréable.
complaint	Beaucoup, BEAUCOUP trop de bugs!
complaint	depuis la mise à jour vers la version 4.0, ça prend un temps fou pour enregistrer mes fichiers Excel.
complaint	C est pas se que j attendais je croyais qu' il y avait plusieurs appliset que tu pouvais te connecter pour les avoir aussi sur ta tablette ...
comment	Le petit déjeuner excellent avec des produits frais et des Oeufs.
bug	Ne marche plus sur Android depuis 5 jours, ne s'ouvre plus sur Mac ou Pc, mouline dans le vide, affligeante
comment	Utilisez la touche Windows de votre clavier pour retrouver le bureau habituel.
comment	L'hôtel est très bien situé près de l'aéroport et du périphérique de bordeaux.
comment	personnel a notre attention, chambre spacieuse, propre, très agréable , petit déjeuner copieux, excellent, rien a dire
comment	Très bon breakfast.
comment	C'est cool cette application !
comment	Facilité d'installation, de paramétrages.
comment	Nous avons réservé une chambre d'hôtel 5minutes avant notre arrivée sur gradignan.
comment	Hotel très confortable .
comment	Chambre très spacieuse ont peu y passer largement une semaine.
comment	Emplacement idéal.
comment	Personnel très gentil et disponible.
complaint	ça marchait tres bien jusqu'a là. En plus je suis pas la seule😠
complaint	Pancakes trop gras
comment	Bon petit-déjeuner.
comment	Pas de commentaires sur petit dej car nous n'avons pas utilisé ce service
comment	Un parking privé est très appréciable.
complaint	Ce que je regrette un peu c'est le côté bien être.
complaint	Il est donc nécessaire de faire des km pour effectuer un demi tour.
complaint	Tout très vieillot.
meaningless	Le personnel d accueil
comment	Excellent logiciel qui je dois dire est 500 fois meilleur que WebcamMax ^^
complaint	wifi payant pour avoir une connection correcte
comment	Super simple d'emploi et très bien fait.
comment	Restaurant et petit déjeuner parfait.
complaint	Absence d'ascenseur ( 3 étages à monter) , absence de sèche-cheveux , de coffre , de réfrigérateur .
comment	Le Barman, Monsieur [name] connaît son job.
comment	je pence que ce jeux merite 5etoil
comment	Le centre ville de Cork n'est qu'à 10mn à pied.
complaint	Emplacement un peu éloigné
comment	Encore un fournisseur de logiciels qui impose SA langue à l'utilisateur.
complaint	Très impersonnel
comment	C'est cool mais sa ressemble enormément a Instagram et je préfère Instagram mais c'est cool.
undetermined	Franchement , c est mieux musical.ly lite que musical ly en lui meme !!
comment	La vue est superbe.
comment	gère toute les sortie audio de votre PC
comment	Je peux a la fois partager mes photos et envoyer des messages en privée.
meaningless	d'un point de vue global !
comment	petit dejeuner extraordinaire
comment	Accueil et conseils
complaint	Chauffage insuffisant (il faisait froid dans la chambre avec le chauffage au maximum)
comment	Service de vestiaire gratuit au départ
complaint	donc peux pas les leires sur ma xbox 360 !!!!
complaint	c'est nul !!
comment	Deco style annees 70 US mais salle de bains plus moderne
comment	Une chambre chaleureuse et confortable.
meaningless	Tout est dit dans le titre.
comment	Une situation exceptionnelle pour cet hôtel,
comment	super les 2 grands lits pour les chambres doubles.
comment	Les chambres sur rue ne sont pas un problème car l'insonorisation est très bonne.
comment	Logiciel génial, avec des possibilités cachées.
comment	Attentionné et bon petit déjeuner
comment	Super la formule diner + petit dejeuner pour 25 euros.
comment	Près de la station bus
comment	Chambre ordinaire standard, pas d'air climatisé.
complaint	Chambre ordinaire standard, pas d'air climatisé.
comment	Dans une rue calme mais tout proche du centre ville.
comment	Très belle application
comment	La vétusté (mais en cours de restauration)
complaint	La vétusté (mais en cours de restauration)
complaint	- Pas de sèche-cheveux et aucun produits mis à disposition dans la salle de bain
request	j'ai change de pc j'ai windoos7 je voudrais savoir si pinacle 12 et pinacle 12 ultimat et compatible avec windoos 7 ??
comment	Un excellent produit.
complaint	Très difficile de s'arrêter devant la porte de l'hôtel pour déposer les bagages.
comment	Aime
meaningless	Après des déboires avec
comment	Un super accueille de tout le personnel de la bonne charcuterie et surtout un petit déjeuné sublime avec un cadre d'exception!
complaint	Dans cette nouvelle version, l'imprimante virtuelle semble avoir disparu.
comment	Je l'utilise également depuis plus de 5 ans, il a toujours été pour moi, le meilleur des lecteurs.
complaint	Le parking est trop petit.
complaint	atroce
comment	Bon accueil et bons conseils touristiques.
comment	Je l'adore mes par-contre des fois elle beugue et ça c dommage 😍😍😍😍😍😍😍
complaint	Je l'adore mes par-contre des fois elle beugue et ça c dommage 😍😍😍😍😍😍😍
comment	j aimerait bien navigué merci pour votre conprension
comment	Tou est parfait
comment	Les chambres sont confortables avec une bonne literie et un bon équipement.
meaningless	Malgré la dernière mise à jour.
comment	Lit très confortable, petit déjeuner bien mieux que dans un hôtel plus luxueux -et plus cher- ou nous sommes allés après.
comment	Accueil très bien.
comment	Tout ce que l'on attend d'un hôtel s'offre à vous : personnel serviable et disponible, commodités, restauration, espace confortable.
meaningless	La literie le petit déjeuner
complaint	Le wi-fi payant et HORS DE PRIX 10 Euros par 24H.
comment	Excellente suite bureautique compatible Ms Office et largement suffisante pour les besoins quotidiens de l'utilisateur.
comment	Pas trop loin du centre-ville à pied, mais attention ça grimpe!
complaint	Pas trop loin du centre-ville à pied, mais attention ça grimpe!
comment	Chambre très confortable et spacieuse.
comment	J'ai enlevé une étoile car des fois je ne reçois pas la notification d'un message de certains, dès fois non, des fois oui, je ne sais de quoi est-ce dû...
bug	J'ai enlevé une étoile car des fois je ne reçois pas la notification d'un message de certains, dès fois non, des fois oui, je ne sais de quoi est-ce dû...
complaint	A améliorer.
request	A améliorer.
complaint	Il s'agit d'un hôtel et non d'un b&b.
comment	zuma est un jeux ou il faux etre consentré et reflechir
comment	Merci pour toutes les indications sur Cork (à seulement 3km!!!) fournies par [NAME]
comment	Pas de parking.
complaint	Pas de parking.
comment	Superbo hotelo, quel hotel!
comment	Vue imprenable de Moscou depuis Le bar lounge du 33 iem étage.
comment	C'est sympa
comment	4 étoiles car avant on pouvait des télécharger des images pour son portable alors que maintenant non..
complaint	4 étoiles car avant on pouvait des télécharger des images pour son portable alors que maintenant non..
comment	L'accueil sur place ainsi que la disponibilité et la sympathie de l'équipe donnent tout de suite le ton : tout est fait pour que les clients se sentent bien!
comment	L'accueil agréable, établissement propre, boissons chaudes à disposition dans la chambre très appréciable.
comment	Le plus terrasse bar très agréable.
comment	Nous avons pu également profiter de la piscine sur le toit.
comment	À découvrir
comment	personnel très aimable
complaint	Chambre ne correspondant pas du tout au photos du site internet et ayant besoin d'être rénovée.
meaningless	le confort ,l'accueil , le petit dejeuner ,la literie ....
comment	Situé à deux pas de la place Rouge Kremlin à Moscou.
undetermined	Une fois que j'attend 12h, ils me disent encore que je dois attendre 12h.
meaningless	Bref ...
complaint	Chambre exiguë, une seule petite savonnette pour deux et un récipient savon shampoing douche presque vide.
comment	L’hôtel est très bien situé dans Paris.
complaint	Lieu très très humide !!!
complaint	- Connexion internet inexistante dans la chambre
complaint	une honte de mettre ça sur le net !
meaningless	Un petit mot pour vous dire que je l'ai traduis en français.
comment	Chambre correcte mais triste ( couleurs ternes, pas de vue )
complaint	Chambre correcte mais triste ( couleurs ternes, pas de vue )
comment	La propreté, la taille et la literie étaient parfaits!
comment	Très intimiste mais très prisé.
comment	Un excellent petit déjeuner, copieux.
comment	Hotel vieillissant.
complaint	Hotel vieillissant.
complaint	J'ai demandé le reétablir le divan mais on n'a rien fait.
comment	gentillesse
complaint	Il faisait très froid dans la chambre et la sale de bain
meaningless	Après avoir découvert et visité près de 100 pays en cinquante ans, (certains d’entre eux à plusieurs reprises), je vis en cet endroit la huitième et dernière étape de mon voyage en Colombie.
comment	Les chambres sont grandes, bien décorées avec un coté cocooning que j aime beaucoup.
comment	Petit déjeuner très copieux.
comment	Il est très bonne fais en francais aussi ca serra bcp plus
comment	j'ai apprécié de pouvoir louer pour moins d'une semaine!
comment	bon jeux est il fais peur un peu pas boucou
complaint	bon jeux est il fais peur un peu pas boucou
comment	Très bon hôtel, bon accueil de l'équipe, belle déco, propreté et grand confort, très bien situé, parking, petit déjeuner copieux et varié, chambre spacieuse et confortable, literie parfaite.
comment	Un personnel professionnel, efficace et très attentionné avec le sourire.
complaint	En effet, victime d'un vol dans notre coffre de chambre, la directrice ne s'est pas préoccupée d'appeler la police ni même de savoir ce qu'il en était.
comment	Merci pour vos attentions.
comment	je lé installer et il me dise que je n'est pas la bonne version pour mettre cette antivirus sachant que j'ai xp et que j'ai pris l'anti virus microsoft sécurity essensials (xp)
complaint	pas d'ascenseur
comment	Piscine chauffée
comment	Professionalisme et gentillesse du personnel.
comment	Merci
comment	À éviter absolument si vous êtes à mobilité réduite ou avez une grosse valise (pas d'ascenseur) !
complaint	À éviter absolument si vous êtes à mobilité réduite ou avez une grosse valise (pas d'ascenseur) !
complaint	Deux petits bémols: le petit déjeuner (en dessous des petits déjeuners servis dans les vrais B&B) et l'accueil en salle par les serveuses limite désagréables.
complaint	Hmm l'affichage auto des nouvelles publication est très dérangeant surtout lorsque l'on avais cliqué sur une image ou une vidéos et que dès que l'on retourne en arrière elle n'est déjà plus au même emplaçement, dans les précédente version le fait de pouvoir géré celà etait intéressant (du moins sur Smartphone).
comment	Stationnement gratuit dans la cour à l'arrière de la maison
meaningless	Accueil.
complaint	Pour arriver jusqu'à la maison la côte est très rude ...
undetermined	Il y'a des truque qui font peur
comment	J'en suis fan.
complaint	J'ouvre messenger et il reste bloquez ...
complaint	De plus, beaucoup de bruit de la part des autres résidents, qui chantaient et criaient dans la chambre voisine, dans le couloir et sur le parking.
complaint	Lorsque vous dites que la trad FR est imparfaite, elle est quasi inexistante plutôt !!!
comment	Bien comme appli mais le problème c'est que dès qu'on change de tel il faut se reconnecter et quand j'indique mon numéro ça me dit un message en anglais disant que mon compte est bloqué veuillez trouver un moyen de débloquer s'il vous plaît .
bug	Bien comme appli mais le problème c'est que dès qu'on change de tel il faut se reconnecter et quand j'indique mon numéro ça me dit un message en anglais disant que mon compte est bloqué veuillez trouver un moyen de débloquer s'il vous plaît .
comment	Nous avons eu la chance de séjourner dans cet hôtel situé en plein cœur de Madrid.
comment	Ce jeu est presque à la perfection de la création et de la construction,
meaningless	Pour faire court : comment faire compliquer quand on peut faire simple !
comment	Dans une rue calme, hôtel moderne, très bien tenu.
comment	chambre bien aménagée avec toutes les facilités (coffre-fort, mini-bar, sèche-cheveux, produits & soins de beauté, peignoir & chaussons). Très belles prestations
complaint	L'accès au wifi plus complexe que les points d'accès gratuits "classiques".
comment	C,est excellent vraiment bravo--- créativité en service
complaint	c'est trop nul on n'arrive pas a l'ouvrir a ne surtout pas télécharger
comment	Hôtel très propre, excellente literie et très calme côté patio.
complaint	Seul petit problème, quand messenger avait cherché des gens que j avais déjà dans mes contacts, il a trouvé des personnes que je ne connais ni d Ève ni d Adam.
comment	Endroit vraiment super !
comment	L'hôtel a été construit en 1980 et fait partie de la chaine Best Western depuis 2013.
comment	Une soirée en amoureux dans ce magnifique cadre qu'offre la réserve!!
comment	Demi pension et petit déjeuné corrects : bon rapport qualité prix pour Chamonix.
comment	L'emplacement est exceptionnel et notre chambre etait tres silencieuse.
comment	En plus on vous prêtera des vélos.
complaint	Faute de mieux ...
comment	Gentillesse et conseils du proprietaire, parking, confort.
complaint	Depuis 2jour quand quelqu'un m'appelle ou j'appelle sur messenger quand je décroche sa s'arrête seul je saitpas pourquoi pourquoi pourquoi alor que j'ai un bon wifi et double super connexion
bug	Depuis 2jour quand quelqu'un m'appelle ou j'appelle sur messenger quand je décroche sa s'arrête seul je saitpas pourquoi pourquoi pourquoi alor que j'ai un bon wifi et double super connexion
comment	Nous avons tout apprécié : une grande et belle chambre bien équipée avec une très bonne literie, un personnel au petit soin et très professionnel à qui nous disons : MERCI.
comment	Je le recommande vivement.
comment	Nous n'avons pas testé le petit déjeuner donc nous ne pouvons pas nous prononcer (il est cependant cher - 10€.pers.- or juste derrière l'hôtel, il y a un corner sur le quai où on peut prendre un café, genre Starbuck, avec une viennoiserie, des jus de fruit frais, du porridge et des yaourts).
comment	La situation, le rapport qualité prix
comment	La chambre spacieuse et très calme.
comment	Il y un effort fait pour la décoration des chambres et l'entretien des jardins, c'est particulier...
bug	nouveau bug : le rayon led anti yeux rouges se declanche intempestivement après avoir envoyé la photo !
complaint	Non compatible pour Windows 7 - 64 bits.
comment	Le petit déjeuner est bon et l'hôtel est à dix minutes du centre de Cork.
meaningless	L'insonorisation
comment	Un personnel agréable et à l'écoute !
complaint	LOCALISATION ( coincé entre route et autoroute, loin du centre ville à pied
complaint	Chambres coté rue bruyantes, voire très bruyantes coté feux route principale.
complaint	S'il vous plait essayé de régler le problème de statut.
comment	Très bon petit déjeuner et parking privé très pratique.
comment	Personnel très accueillant et une petite attention avec des chocolats pour Pâques!
comment	Très bon accueil
complaint	Aucune sauvegarde automatique, pourtant nécessaire pour une app qui se plante et s'arrête constamment.
bug	Aucune sauvegarde automatique, pourtant nécessaire pour une app qui se plante et s'arrête constamment.
comment	Literie très confortable, bel etablissement et situation de l'hotel idéale pour aller balader en ville a pied!
meaningless	:(
comment	Très bon Hôtel, parfaitement situé dans le centre ville derrière la place de la comédie.
meaningless	Jésus Christ t'aime
comment	À la base je cherchais simplement un petit outil de téléchargement et là je vais de surprises en surprises au niveau de ce programme très performant et multi-usage.
comment	Rien a redire sur le service et très bon petit déjeuner, quoi qu'un peu cher quand même euros 26.- pp.
comment	et en plus j'aime
complaint	1 seule salle d'eau trop petite.
complaint	Les croissants ne sont pas frais, les œufs brouillés baignent dans l'huile.
comment	Petit jardin avec animaux (lapin mordeur !
comment	Très bel établissement, ambiance reposante, personnel très convivial et attentif, excellente cuisine.
comment	très original, bravo pour l'idée.
comment	Super petit déjeuner "à la carte"
comment	Accueil parfait; un personnel souriant, aux petits soins.
comment	Douche à l'italienne et grande baignoire.
complaint	Manque de personnalité et de charme
complaint	Tres decue
complaint	La situation en bord de grand route.
comment	Malgré que le check in soit à 14heures, ma chambre était faite et j'ai pu prendre possession des lieux en avance.
meaningless	accueil
comment	Petit déjeuner copieux .
bug	Depuis que je suis passer chez Samsung s8plus mes story vidéos ne chargent pas ne veut pas s'ouvrir et c'est pareil pour les vidéos.
comment	Grande chambre confortable, accès wifi, et parking privé.
comment	Ce jeu est très réaliste
comment	Tout d'abord je suis d'accord avec iridium19, ce logiciel n'est en aucun cas destiné pour des débutants en informatique.
comment	Indispensable !!
complaint	Pas possible de se faire servir un petit déjeuner express .
meaningless	Le matelas
comment	la situation : près d'échangeurs avec pas mal de circulation
comment	Nous avons passer un week-end dans ce charmant et superbe hôtel.
bug	J'arrive pas a me faire un conte , comment je suis supposer m'en faire un , j'ai suivi tout les instructions et mon âge ne passe pas , quand j'essaie de le mettre ça veut pas ça me dit votre votre traitement n'a pas été traitée en gros cette appli est blindé bug et ça fait chier
complaint	J'arrive pas a me faire un conte , comment je suis supposer m'en faire un , j'ai suivi tout les instructions et mon âge ne passe pas , quand j'essaie de le mettre ça veut pas ça me dit votre votre traitement n'a pas été traitée en gros cette appli est blindé bug et ça fait chier
complaint	Beaucoup de bruit dans les couloirs la nuit ( portes qui claquent).
comment	Un havre de paix dans Paris.
comment	- situation au calme juste à l'extérieur de la ville.
comment	Personnellement je ne mange pas de viande, ce n'est absolument pas un problème.
request	Chambre sous les combles à rénover.
comment	Personnel très aimable et courtois.
complaint	mais non en gros c est un sorte de repertoir de tous les réseaux sociaux que tu as installer , et Quand tu clique sur une appli , se te dirige sur l appli que tu as installer , donc bof...
comment	J'aime bien cette application le seule problème c'est qu'il n'y est pas de traducteur car beaucoup de compte son en langue étrangère et c'est difficile à traduire (surtout quand c'est en Coréen ou en Chinois)
request	J'aime bien cette application le seule problème c'est qu'il n'y est pas de traducteur car beaucoup de compte son en langue étrangère et c'est difficile à traduire (surtout quand c'est en Coréen ou en Chinois)
complaint	Aération chambre impossible.
comment	Très bon petit déjeuner.
comment	J'ai eu la chance de séjourner deux fois dans cette hôtel.
meaningless	Petit dejeuner
comment	Situation impeccable.
meaningless	proprete.
meaningless	Nous avons séjourné cinq nuits à l'Hôtel Grimaldi.
complaint	La première chambre qui nous a été proposée était très grande... mais sombre et sale (il y avait des restes de miettes sur l'une des tables à notre arrivée).
complaint	Bug bug et rebug, les bulles s'enlève sans rien faire, j'écris rien ne se passe prendre une photo prend une plombe.
comment	Relativement calme.
comment	ensuite , on a les fonctions basiques d'encodage.
complaint	Supplement de 2€ pour un chocolat chaud au petit dejeuner alors qu' il est a 9€50 !!!!
complaint	Aucun charme .
comment	Central, authentic, intimiste, charmant, English touch !
bug	Sur mon tél un Archos 45b néon quand je veux faire un musicali mon téléphone bug il y a un gros bruit horrible qui arrive et mon téléphone se réinitialise tout seul j'adore musicali mais là c'est pas possible corrigé le bug j'ai pas envie d'arrêter
comment	Le petit déjeuner est banal au possible et les commentaires positifs que nous avions lus avant de choisir cet établissement se sont avérés surfaits.
